PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"40796563","Improving reproducibility of differentially expressed genes in single-cell transcriptomic studies of neurodegenerative diseases through meta-analysis","Nakatsuka N, Adler D, Jiang L, Hartman A, Cheng E, Klann E, Satija R.","Nat Commun. 2025 Aug 12;16(1):7436. doi: 10.1038/s41467-025-62579-z.","Nakatsuka N","Nat Commun","2025","2025/08/12","PMC12344038","","10.1038/s41467-025-62579-z"
"40369584","Transcriptomic signatures of oxytosis/ferroptosis are enriched in Alzheimer's disease","Currais A, Sanchez K, Soriano-Castell D, Dar NJ, Evensen KG, Soriano S, Maher P.","BMC Biol. 2025 May 14;23(1):132. doi: 10.1186/s12915-025-02235-6.","Currais A","BMC Biol","2025","2025/05/14","PMC12080116","","10.1186/s12915-025-02235-6"
"38036733","Spatiotemporal characterization of glial cell activation in an Alzheimer's disease model by spatially resolved transcriptomics","Choi H, Lee EJ, Shin JS, Kim H, Bae S, Choi Y, Lee DS.","Exp Mol Med. 2023 Dec;55(12):2564-2575. doi: 10.1038/s12276-023-01123-9. Epub 2023 Dec 1.","Choi H","Exp Mol Med","2023","2023/11/30","PMC10767047","","10.1038/s12276-023-01123-9"
"37211192","Case-control virtual histology elucidates cell types associated with cortical thickness differences in Alzheimer's disease","Kerrebijn I, Wainberg M, Zhukovsky P, Chen Y, Davie M, Felsky D, Tripathy SJ.","Neuroimage. 2023 Aug 1;276:120177. doi: 10.1016/j.neuroimage.2023.120177. Epub 2023 May 20.","Kerrebijn I","Neuroimage","2023","2023/05/21","","","10.1016/j.neuroimage.2023.120177"
"39868844","Exploring the role of T cells in Alzheimer's and other neurodegenerative diseases: Emerging therapeutic insights from the T Cells in the Brain symposium","Elyaman W, Stern LJ, Jiang N, Dressman D, Bradley P, Klatzmann D, Bradshaw EM, Farber DL, Kent SC, Chizari S, Funk K, Devanand D, Thakur KT, Raj T, Dalahmah OA, Sarkis RA, Weiner HL, Shneider NA, Przedborski S.","Alzheimers Dement. 2025 Feb;21(2):e14548. doi: 10.1002/alz.14548. Epub 2025 Jan 27.","Elyaman W","Alzheimers Dement","2025","2025/01/27","PMC11851166","","10.1002/alz.14548"
"35714860","Microglia: Friend and foe in tauopathy","Odfalk KF, Bieniek KF, Hopp SC.","Prog Neurobiol. 2022 Sep;216:102306. doi: 10.1016/j.pneurobio.2022.102306. Epub 2022 Jun 14.","Odfalk KF","Prog Neurobiol","2022","2022/06/17","PMC9378545","NIHMS1827056","10.1016/j.pneurobio.2022.102306"
"31408457","Cell-autonomous and non-cell autonomous effects of neuronal BIN1 loss in vivo","McAvoy KM, Rajamohamed Sait H, Marsh G, Peterson M, Reynolds TL, Gagnon J, Geisler S, Leach P, Roberts C, Cahir-McFarland E, Ransohoff RM, Crotti A.","PLoS One. 2019 Aug 13;14(8):e0220125. doi: 10.1371/journal.pone.0220125. eCollection 2019.","McAvoy KM","PLoS One","2019","2019/08/14","PMC6692034","","10.1371/journal.pone.0220125"
"40926280","Intestinal epithelial Dicer1 regulates gut microbiome and Alzheimer's pathology in App-knock-in mice","Hao W, Luo Q, Szabo IM, Gasparoni G, Tierling S, Quan W, Chang HF, Wu G, Schulze-Hentrich J, Liu Y.","Alzheimers Res Ther. 2025 Sep 9;17(1):202. doi: 10.1186/s13195-025-01849-w.","Hao W","Alzheimers Res Ther","2025","2025/09/09","PMC12418706","","10.1186/s13195-025-01849-w"
"31951107","Novel Alzheimer risk genes determine the microglia response to amyloid-β but not to TAU pathology","Sierksma A, Lu A, Mancuso R, Fattorelli N, Thrupp N, Salta E, Zoco J, Blum D, Buée L, De Strooper B, Fiers M.","EMBO Mol Med. 2020 Mar 6;12(3):e10606. doi: 10.15252/emmm.201910606. Epub 2020 Jan 17.","Sierksma A","EMBO Mol Med","2020","2020/01/18","PMC7059012","","10.15252/emmm.201910606"
"35649351","Sustained Trem2 stabilization accelerates microglia heterogeneity and Aβ pathology in a mouse model of Alzheimer's disease","Dhandapani R, Neri M, Bernhard M, Brzak I, Schweizer T, Rudin S, Joller S, Berth R, Kernen J, Neuhaus A, Waldt A, Cuttat R, Naumann U, Keller CG, Roma G, Feuerbach D, Shimshek DR, Neumann U, Gasparini F, Galimberti I.","Cell Rep. 2022 May 31;39(9):110883. doi: 10.1016/j.celrep.2022.110883.","Dhandapani R","Cell Rep","2022","2022/06/01","","","10.1016/j.celrep.2022.110883"
"33567283","Natural genetic variation determines microglia heterogeneity in wild-derived mouse models of Alzheimer's disease","Yang HS, Onos KD, Choi K, Keezer KJ, Skelly DA, Carter GW, Howell GR.","Cell Rep. 2021 Feb 9;34(6):108739. doi: 10.1016/j.celrep.2021.108739.","Yang HS","Cell Rep","2021","2021/02/10","PMC7937391","NIHMS1672405","10.1016/j.celrep.2021.108739"
"24355566","TREM2 and the neuroimmunology of Alzheimer's disease","Hickman SE, El Khoury J.","Biochem Pharmacol. 2014 Apr 15;88(4):495-8. doi: 10.1016/j.bcp.2013.11.021. Epub 2013 Dec 16.","Hickman SE","Biochem Pharmacol","2014","2013/12/21","PMC3972304","NIHMS555559","10.1016/j.bcp.2013.11.021"
"36199750","Effect of APOE alleles on the glial transcriptome in normal aging and Alzheimer's disease","Serrano-Pozo A, Li Z, Noori A, Nguyen HN, Mezlini A, Li L, Hudry E, Jackson RJ, Hyman BT, Das S.","Nat Aging. 2021 Oct;1(10):919-931. doi: 10.1038/s43587-021-00123-6. Epub 2021 Oct 11.","Serrano-Pozo A","Nat Aging","2021","2022/10/06","PMC9531903","NIHMS1801082","10.1038/s43587-021-00123-6"
"35666874","Signatures of glial activity can be detected in the CSF proteome","Eninger T, Müller SA, Bacioglu M, Schweighauser M, Lambert M, Maia LF, Neher JJ, Hornfeck SM, Obermüller U, Kleinberger G, Haass C, Kahle PJ, Staufenbiel M, Ping L, Duong DM, Levey AI, Seyfried NT, Lichtenthaler SF, Jucker M, Kaeser SA.","Proc Natl Acad Sci U S A. 2022 Jun 14;119(24):e2119804119. doi: 10.1073/pnas.2119804119. Epub 2022 Jun 6.","Eninger T","Proc Natl Acad Sci U S A","2022","2022/06/06","PMC9214531","","10.1073/pnas.2119804119"
"32238175","Transcriptomic profiling of microglia and astrocytes throughout aging","Pan J, Ma N, Yu B, Zhang W, Wan J.","J Neuroinflammation. 2020 Apr 1;17(1):97. doi: 10.1186/s12974-020-01774-9.","Pan J","J Neuroinflammation","2020","2020/04/03","PMC7115095","","10.1186/s12974-020-01774-9"
"29106824","Inferring Relevant Cell Types for Complex Traits by Using Single-Cell Gene Expression","Calderon D, Bhaskar A, Knowles DA, Golan D, Raj T, Fu AQ, Pritchard JK.","Am J Hum Genet. 2017 Nov 2;101(5):686-699. doi: 10.1016/j.ajhg.2017.09.009. Epub 2017 Oct 26.","Calderon D","Am J Hum Genet","2017","2017/11/07","PMC5673624","","10.1016/j.ajhg.2017.09.009"
"38849813","Altered glia-neuron communication in Alzheimer's Disease affects WNT, p53, and NFkB Signaling determined by snRNA-seq","Soelter TM, Howton TC, Clark AD, Oza VH, Lasseigne BN.","Cell Commun Signal. 2024 Jun 7;22(1):317. doi: 10.1186/s12964-024-01686-8.","Soelter TM","Cell Commun Signal","2024","2024/06/07","PMC11157763","","10.1186/s12964-024-01686-8"
"36879094","Integrated multi-omics analysis of Alzheimer's disease shows molecular signatures associated with disease progression and potential therapeutic targets","Kodam P, Sai Swaroop R, Pradhan SS, Sivaramakrishnan V, Vadrevu R.","Sci Rep. 2023 Mar 6;13(1):3695. doi: 10.1038/s41598-023-30892-6.","Kodam P","Sci Rep","2023","2023/03/06","PMC9986671","","10.1038/s41598-023-30892-6"
"35213535","Mapping the gene network landscape of Alzheimer's disease through integrating genomics and transcriptomics","Rosenthal SB, Wang H, Shi D, Liu C, Abagyan R, McEvoy LK, Chen CH.","PLoS Comput Biol. 2022 Feb 25;18(2):e1009903. doi: 10.1371/journal.pcbi.1009903. eCollection 2022 Feb.","Rosenthal SB","PLoS Comput Biol","2022","2022/02/25","PMC8906581","","10.1371/journal.pcbi.1009903"
"36041859","Mosaic loss of Chromosome Y in aged human microglia","Vermeulen MC, Pearse R, Young-Pearse T, Mostafavi S.","Genome Res. 2022 Oct;32(10):1795-1807. doi: 10.1101/gr.276409.121. Epub 2022 Aug 30.","Vermeulen MC","Genome Res","2022","2022/08/30","PMC9712627","","10.1101/gr.276409.121"
"35286658","Microglia in Alzheimer's Disease: a Key Player in the Transition Between Homeostasis and Pathogenesis","McFarland KN, Chakrabarty P.","Neurotherapeutics. 2022 Jan;19(1):186-208. doi: 10.1007/s13311-021-01179-3. Epub 2022 Mar 14.","McFarland KN","Neurotherapeutics","2022","2022/03/14","PMC9130399","","10.1007/s13311-021-01179-3"
"40141075","A Soluble Epoxide Hydrolase Inhibitor Improves Cerebrovascular Dysfunction, Neuroinflammation, Amyloid Burden, and Cognitive Impairments in the hAPP/PS1 TgF344-AD Rat Model of Alzheimer's Disease","Fang X, Border JJ, Zhang H, Challagundla L, Kaur J, Hwang SH, Hammock BD, Fan F, Roman RJ.","Int J Mol Sci. 2025 Mar 8;26(6):2433. doi: 10.3390/ijms26062433.","Fang X","Int J Mol Sci","2025","2025/03/27","PMC11942141","","10.3390/ijms26062433"
"40303347","Pharmacological targeting of mitophagy via ALT001 improves herpes simplex virus 1 (HSV1)-mediated microglial inflammation and promotes amyloid β phagocytosis by restricting HSV1 infection","Oh SJ, Kim YY, Ma R, Choi ST, Choi SM, Cho JH, Hur JY, Yoo Y, Han K, Park H, Yun J, Shin OS.","Theranostics. 2025 Mar 31;15(11):4890-4908. doi: 10.7150/thno.105953. eCollection 2025.","Oh SJ","Theranostics","2025","2025/04/30","PMC12036882","","10.7150/thno.105953"
"29954413","Quantitative proteomics of acutely-isolated mouse microglia identifies novel immune Alzheimer's disease-related proteins","Rangaraju S, Dammer EB, Raza SA, Gao T, Xiao H, Betarbet R, Duong DM, Webster JA, Hales CM, Lah JJ, Levey AI, Seyfried NT.","Mol Neurodegener. 2018 Jun 28;13(1):34. doi: 10.1186/s13024-018-0266-4.","Rangaraju S","Mol Neurodegener","2018","2018/06/30","PMC6025801","","10.1186/s13024-018-0266-4"
"34619763","A genetic link between risk for Alzheimer's disease and severe COVID-19 outcomes via the OAS1 gene","Magusali N, Graham AC, Piers TM, Panichnantakul P, Yaman U, Shoai M, Reynolds RH, Botia JA, Brookes KJ, Guetta-Baranes T, Bellou E, Bayram S, Sokolova D, Ryten M, Sala Frigerio C, Escott-Price V, Morgan K, Pocock JM, Hardy J, Salih DA.","Brain. 2021 Dec 31;144(12):3727-3741. doi: 10.1093/brain/awab337.","Magusali N","Brain","2021","2021/10/07","PMC8500089","","10.1093/brain/awab337"
"39571960","HLA is a potent immunoinflammatory target in asymptomatic Alzheimer's disease","Zheng Y, Yu X, Li W, Wu F, Gu Y, Liu K, Tao S, Liu Y, Wang Q.","Neuroscience. 2025 Jan 26;565:386-398. doi: 10.1016/j.neuroscience.2024.11.049. Epub 2024 Nov 19.","Zheng Y","Neuroscience","2025","2024/11/21","","","10.1016/j.neuroscience.2024.11.049"
"31301160","Transcriptional regulation of homeostatic and disease-associated-microglial genes by IRF1, LXRβ, and CEBPα","Gao T, Jernigan J, Raza SA, Dammer EB, Xiao H, Seyfried NT, Levey AI, Rangaraju S.","Glia. 2019 Oct;67(10):1958-1975. doi: 10.1002/glia.23678. Epub 2019 Jul 13.","Gao T","Glia","2019","2019/07/14","PMC7190149","NIHMS1558747","10.1002/glia.23678"
"40931359","Stabilizing the retromer complex rescues synaptic dysfunction and endosomal trafficking deficits in an Alzheimer's disease mouse model","Ramonet D, Daerr A, Hallbeck M.","Acta Neuropathol Commun. 2025 Sep 10;13(1):190. doi: 10.1186/s40478-025-02096-8.","Ramonet D","Acta Neuropathol Commun","2025","2025/09/10","PMC12424221","","10.1186/s40478-025-02096-8"
"40210651","Unique N-glycosylation signatures in human iPSC derived microglia activated by Aβ oligomer and lipopolysaccharide","Tang X, Schindler RL, Di Lucente J, Oloumi A, Tena J, Harvey D, Lebrilla CB, Zivkovic AM, Jin LW, Maezawa I.","Sci Rep. 2025 Apr 10;15(1):12348. doi: 10.1038/s41598-025-96596-1.","Tang X","Sci Rep","2025","2025/04/10","PMC11985925","","10.1038/s41598-025-96596-1"
"36905877","Multi-omic characterization of brain changes in the vascular endothelial growth factor family during aging and Alzheimer's disease","Seto M, Dumitrescu L, Mahoney ER, Sclafani AM, De Jager PL, Menon V, Koran MEI, Robinson RA, Ruderfer DM, Cox NJ, Seyfried NT, Jefferson AL, Schneider JA, Bennett DA, Petyuk VA, Hohman TJ.","Neurobiol Aging. 2023 Jun;126:25-33. doi: 10.1016/j.neurobiolaging.2023.01.010. Epub 2023 Jan 26.","Seto M","Neurobiol Aging","2023","2023/03/11","PMC10106439","NIHMS1872235","10.1016/j.neurobiolaging.2023.01.010"
"39885298","Synaptic vulnerability to amyloid-β and tau pathologies differentially disrupts emotional and memory neural circuits","Capilla-López MD, Deprada A, Andrade-Talavera Y, Martínez-Gallego I, Coatl-Cuaya H, Sotillo P, Rodríguez-Alvarez J, Rodríguez-Moreno A, Parra-Damas A, Saura CA.","Mol Psychiatry. 2025 Jul;30(7):2966-2979. doi: 10.1038/s41380-025-02901-9. Epub 2025 Jan 30.","Capilla-López MD","Mol Psychiatry","2025","2025/01/30","PMC12185336","","10.1038/s41380-025-02901-9"
"33649184","Unique molecular characteristics and microglial origin of Kv1.3 channel-positive brain myeloid cells in Alzheimer's disease","Ramesha S, Rayaprolu S, Bowen CA, Giver CR, Bitarafan S, Nguyen HM, Gao T, Chen MJ, Nwabueze N, Dammer EB, Engstrom AK, Xiao H, Pennati A, Seyfried NT, Katz DJ, Galipeau J, Wulff H, Waller EK, Wood LB, Levey AI, Rangaraju S.","Proc Natl Acad Sci U S A. 2021 Mar 16;118(11):e2013545118. doi: 10.1073/pnas.2013545118.","Ramesha S","Proc Natl Acad Sci U S A","2021","2021/03/02","PMC7980378","","10.1073/pnas.2013545118"
"29518357","Elevated TREM2 Gene Dosage Reprograms Microglia Responsivity and Ameliorates Pathological Phenotypes in Alzheimer's Disease Models","Lee CYD, Daggett A, Gu X, Jiang LL, Langfelder P, Li X, Wang N, Zhao Y, Park CS, Cooper Y, Ferando I, Mody I, Coppola G, Xu H, Yang XW.","Neuron. 2018 Mar 7;97(5):1032-1048.e5. doi: 10.1016/j.neuron.2018.02.002.","Lee CYD","Neuron","2018","2018/03/09","PMC5927822","NIHMS947635","10.1016/j.neuron.2018.02.002"
"35388616","Transcriptional landscape of human microglia implicates age, sex, and APOE-related immunometabolic pathway perturbations","Patel T, Carnwath TP, Wang X, Allen M, Lincoln SJ, Lewis-Tuffin LJ, Quicksall ZS, Lin S, Tutor-New FQ, Ho CCG, Min Y, Malphrus KG, Nguyen TT, Martin E, Garcia CA, Alkharboosh RM, Grewal S, Chaichana K, Wharen R, Guerrero-Cazares H, Quinones-Hinojosa A, Ertekin-Taner N.","Aging Cell. 2022 May;21(5):e13606. doi: 10.1111/acel.13606. Epub 2022 Apr 6.","Patel T","Aging Cell","2022","2022/04/07","PMC9124307","","10.1111/acel.13606"
"37740205","The effect of hyperthyroidism on cognitive function, neuroinflammation, and necroptosis in APP/PS1 mice","Lou K, Liu S, Zhang F, Sun W, Su X, Bi W, Yin Q, Qiu Y, Zhang Z, Jing M, Ma S.","J Transl Med. 2023 Sep 22;21(1):657. doi: 10.1186/s12967-023-04511-x.","Lou K","J Transl Med","2023","2023/09/22","PMC10517505","","10.1186/s12967-023-04511-x"
"41057304","Fate mapping of peripherally-derived macrophages after traumatic brain injury in mice reveals a long-lasting population with a distinct transcriptomic signature","Paladini MS, Yang BA, Torkenczy KA, Frias ES, Feng X, Krukowski K, Sit R, Morri M, Lam W, Pedoia V, Tyanova S, Colonna M, Nolan AL, Rosi S.","Nat Commun. 2025 Oct 7;16(1):8898. doi: 10.1038/s41467-025-63952-8.","Paladini MS","Nat Commun","2025","2025/10/07","PMC12504527","","10.1038/s41467-025-63952-8"
"34738783","Rhynchophylline Administration Ameliorates Amyloid-β Pathology and Inflammation in an Alzheimer's Disease Transgenic Mouse Model","Fu WY, Hung KW, Lau SF, Butt B, Yuen VW, Fu G, Chan IC, Ip FCF, Fu AKY, Ip NY.","ACS Chem Neurosci. 2021 Nov 17;12(22):4249-4256. doi: 10.1021/acschemneuro.1c00600. Epub 2021 Nov 5.","Fu WY","ACS Chem Neurosci","2021","2021/11/05","","","10.1021/acschemneuro.1c00600"
"34083789","A map of transcriptional heterogeneity and regulatory variation in human microglia","Young AMH, Kumasaka N, Calvert F, Hammond TR, Knights A, Panousis N, Park JS, Schwartzentruber J, Liu J, Kundu K, Segel M, Murphy NA, McMurran CE, Bulstrode H, Correia J, Budohoski KP, Joannides A, Guilfoyle MR, Trivedi R, Kirollos R, Morris R, Garnett MR, Timofeev I, Jalloh I, Holland K, Mannion R, Mair R, Watts C, Price SJ, Kirkpatrick PJ, Santarius T, Mountjoy E, Ghoussaini M, Soranzo N, Bayraktar OA, Stevens B, Hutchinson PJ, Franklin RJM, Gaffney DJ.","Nat Genet. 2021 Jun;53(6):861-868. doi: 10.1038/s41588-021-00875-2. Epub 2021 Jun 3.","Young AMH","Nat Genet","2021","2021/06/04","PMC7610960","EMS123217","10.1038/s41588-021-00875-2"
"38840206","Microglia undergo sex-dimorphic transcriptional and metabolic rewiring during aging","Kang S, Ko EY, Andrews AE, Shin JE, Nance KJ, Barman PK, Heeger PS, Freeman WM, Benayoun BA, Goodridge HS.","J Neuroinflammation. 2024 Jun 5;21(1):150. doi: 10.1186/s12974-024-03130-7.","Kang S","J Neuroinflammation","2024","2024/06/05","PMC11155174","","10.1186/s12974-024-03130-7"
"35443751","Stearoyl-CoA Desaturase inhibition reverses immune, synaptic and cognitive impairments in an Alzheimer's disease mouse model","Hamilton LK, Moquin-Beaudry G, Mangahas CL, Pratesi F, Aubin M, Aumont A, Joppé SE, Légiot A, Vachon A, Plourde M, Mounier C, Tétreault M, Fernandes KJL.","Nat Commun. 2022 Apr 20;13(1):2061. doi: 10.1038/s41467-022-29506-y.","Hamilton LK","Nat Commun","2022","2022/04/21","PMC9021296","","10.1038/s41467-022-29506-y"
"38178204","Identification of female-enriched and disease-associated microglia (FDAMic) contributes to sexual dimorphism in late-onset Alzheimer's disease","Wu D, Bi X, Chow KH.","J Neuroinflammation. 2024 Jan 4;21(1):1. doi: 10.1186/s12974-023-02987-4.","Wu D","J Neuroinflammation","2024","2024/01/04","PMC10765928","","10.1186/s12974-023-02987-4"
"34099706","Phospholipids of APOE lipoproteins activate microglia in an isoform-specific manner in preclinical models of Alzheimer's disease","Fitz NF, Nam KN, Wolfe CM, Letronne F, Playso BE, Iordanova BE, Kozai TDY, Biedrzycki RJ, Kagan VE, Tyurina YY, Han X, Lefterov I, Koldamova R.","Nat Commun. 2021 Jun 7;12(1):3416. doi: 10.1038/s41467-021-23762-0.","Fitz NF","Nat Commun","2021","2021/06/08","PMC8184801","","10.1038/s41467-021-23762-0"
"35058453","Expression of the transcription factor PU.1 induces the generation of microglia-like cells in human cortical organoids","Cakir B, Tanaka Y, Kiral FR, Xiang Y, Dagliyan O, Wang J, Lee M, Greaney AM, Yang WS, duBoulay C, Kural MH, Patterson B, Zhong M, Kim J, Bai Y, Min W, Niklason LE, Patra P, Park IH.","Nat Commun. 2022 Jan 20;13(1):430. doi: 10.1038/s41467-022-28043-y.","Cakir B","Nat Commun","2022","2022/01/21","PMC8776770","","10.1038/s41467-022-28043-y"
"41024223","Microglia networks within the tapestry of alzheimer's disease through spatial transcriptomics","Zhou Y, Glass CK.","Mol Neurodegener. 2025 Sep 29;20(1):102. doi: 10.1186/s13024-025-00897-y.","Zhou Y","Mol Neurodegener","2025","2025/09/30","PMC12482212","","10.1186/s13024-025-00897-y"
"37436901","Multi-transcriptomics reveals brain cellular responses to peripheral infection in Alzheimer's disease model mice","Lu Y, Saibro-Girardi C, Fitz NF, McGuire MR, Ostach MA, Mamun-Or-Rashid ANM, Lefterov I, Koldamova R.","Cell Rep. 2023 Jul 25;42(7):112785. doi: 10.1016/j.celrep.2023.112785. Epub 2023 Jul 11.","Lu Y","Cell Rep","2023","2023/07/12","PMC10530196","NIHMS1920510","10.1016/j.celrep.2023.112785"
"36326588","Pathway-based integration of multi-omics data reveals lipidomics alterations validated in an Alzheimer's disease mouse model and risk loci carriers","Garcia-Segura ME, Durainayagam BR, Liggi S, Graça G, Jimenez B, Dehghan A, Tzoulaki I, Karaman I, Elliott P, Griffin JL.","J Neurochem. 2023 Jan;164(1):57-76. doi: 10.1111/jnc.15719. Epub 2022 Dec 12.","Garcia-Segura ME","J Neurochem","2023","2022/11/03","PMC10107183","","10.1111/jnc.15719"
"37060300","Advances in proteomic phenotyping of microglia in neurodegeneration","Sunna S, Bowen CA, Ramelow CC, Santiago JV, Kumar P, Rangaraju S.","Proteomics. 2023 Jul;23(13-14):e2200183. doi: 10.1002/pmic.202200183. Epub 2023 May 2.","Sunna S","Proteomics","2023","2023/04/15","PMC10528430","NIHMS1912695","10.1002/pmic.202200183"
"35142046","The P522R protective variant of PLCG2 promotes the expression of antigen presentation genes by human microglia in an Alzheimer's disease mouse model","Claes C, England WE, Danhash EP, Kiani Shabestari S, Jairaman A, Chadarevian JP, Hasselmann J, Tsai AP, Coburn MA, Sanchez J, Lim TE, Hidalgo JLS, Tu C, Cahalan MD, Lamb BT, Landreth GE, Spitale RC, Blurton-Jones M, Davtyan H.","Alzheimers Dement. 2022 Oct;18(10):1765-1778. doi: 10.1002/alz.12577. Epub 2022 Feb 9.","Claes C","Alzheimers Dement","2022","2022/02/10","PMC9360195","NIHMS1765930","10.1002/alz.12577"
"31614849","Transcriptional Networks of Microglia in Alzheimer's Disease and Insights into Pathogenesis","Chew G, Petretto E.","Genes (Basel). 2019 Oct 12;10(10):798. doi: 10.3390/genes10100798.","Chew G","Genes (Basel)","2019","2019/10/17","PMC6826883","","10.3390/genes10100798"
"39497354","Altered immune response is associated with sex difference in vulnerability to Alzheimer's disease in human prefrontal cortex","Wen H, He Y, Tang Y, Zhu L, Tao Q, Jin B, Luo T, Peng Y, Wei Y, Lei J, Wang L, Wang F, Ling F, Gao Y, Han L.","Brain Pathol. 2025 May;35(3):e13318. doi: 10.1111/bpa.13318. Epub 2024 Nov 4.","Wen H","Brain Pathol","2025","2024/11/05","PMC11961208","","10.1111/bpa.13318"
"40607399","Decoding neuroinflammation in Alzheimer's disease: a multi-omics and AI-driven perspective for precision medicine","Lin S, Zhan Y, Wang R, Pei J.","Front Immunol. 2025 Jun 18;16:1616899. doi: 10.3389/fimmu.2025.1616899. eCollection 2025.","Lin S","Front Immunol","2025","2025/07/03","PMC12213348","","10.3389/fimmu.2025.1616899"
"32479993","CD8(+) T-cells infiltrate Alzheimer's disease brains and regulate neuronal- and synapse-related gene expression in APP-PS1 transgenic mice","Unger MS, Li E, Scharnagl L, Poupardin R, Altendorfer B, Mrowetz H, Hutter-Paier B, Weiger TM, Heneka MT, Attems J, Aigner L.","Brain Behav Immun. 2020 Oct;89:67-86. doi: 10.1016/j.bbi.2020.05.070. Epub 2020 May 29.","Unger MS","Brain Behav Immun","2020","2020/06/02","","","10.1016/j.bbi.2020.05.070"
"36575534","Enhanced delivery of a low dose of aducanumab via FUS in 5×FAD mice, an AD model","Kong C, Yang EJ, Shin J, Park J, Kim SH, Park SW, Chang WS, Lee CH, Kim H, Kim HS, Chang JW.","Transl Neurodegener. 2022 Dec 27;11(1):57. doi: 10.1186/s40035-022-00333-x.","Kong C","Transl Neurodegener","2022","2022/12/27","PMC9793531","","10.1186/s40035-022-00333-x"
"40707875","Mir-199a-3p aggravates neuroinflammation in an Alzheimer's disease transgenic mouse model by promoting M1-polarization microgliaMir-199a-3p M1","Wang C, Bu X, Cao M, Lian Y, Ling H, You M, Yi J, Gao X, Wu D, Li Y.","BMC Neurosci. 2025 Jul 24;26(1):45. doi: 10.1186/s12868-025-00965-5.","Wang C","BMC Neurosci","2025","2025/07/24","PMC12288326","","10.1186/s12868-025-00965-5"
"36136224","A sex-stratified analysis of neuroimmune gene expression signatures in Alzheimer's disease brains","Sanfilippo C, Castrogiovanni P, Vinciguerra M, Imbesi R, Ulivieri M, Fazio F, Blennow K, Zetterberg H, Di Rosa M.","Geroscience. 2023 Feb;45(1):523-541. doi: 10.1007/s11357-022-00664-7. Epub 2022 Sep 22.","Sanfilippo C","Geroscience","2023","2022/09/22","PMC9886773","","10.1007/s11357-022-00664-7"
"38325728","Single-cell and spatial transcriptomics reveals that PTPRG activates the m(6)A methyltransferase VIRMA to block mitophagy-mediated neuronal death in Alzheimer's disease","Zou D, Huang X, Lan Y, Pan M, Xie J, Huang Q, Zeng J, Zou C, Pei Z, Zou C, Mao Y, Luo J.","Pharmacol Res. 2024 Mar;201:107098. doi: 10.1016/j.phrs.2024.107098. Epub 2024 Feb 5.","Zou D","Pharmacol Res","2024","2024/02/07","","","10.1016/j.phrs.2024.107098"
"37433968","Mutated Toll-like receptor 9 increases Alzheimer's disease risk by compromising innate immunity protection","Cacace R, Zhou L, Hendrickx Van de Craen E, Buist A, Hoogmartens J, Sieben A, Cras P, Vandenberghe R, De Deyn PP, Oehlrich D, De Bondt A, Engelborghs S, Moechars D, Van Broeckhoven C.","Mol Psychiatry. 2023 Dec;28(12):5380-5389. doi: 10.1038/s41380-023-02166-0. Epub 2023 Jul 11.","Cacace R","Mol Psychiatry","2023","2023/07/11","PMC11041692","","10.1038/s41380-023-02166-0"
"40902899","The human microglia responsome: a resource for microglia states in health and disease","Snijders GJLJ, de Paiva Lopes K, Sneeboer MAM, Muller BZ, Gigase FAJ, D'Urso D, Vialle RA, Missall R, Kubler R, Raj T, Humphrey J, de Witte LD.","Brain Behav Immun. 2025 Nov;130:106095. doi: 10.1016/j.bbi.2025.106095. Epub 2025 Sep 1.","Snijders GJLJ","Brain Behav Immun","2025","2025/09/03","","","10.1016/j.bbi.2025.106095"
"36708632","Genome-wide identification of murine interferon genes in microglial-mediated neuroinflammation in Alzheimer's disease","Shippy DC, Ulland TK.","J Neuroimmunol. 2023 Feb 15;375:578031. doi: 10.1016/j.jneuroim.2023.578031. Epub 2023 Jan 21.","Shippy DC","J Neuroimmunol","2023","2023/01/28","PMC9905327","NIHMS1869015","10.1016/j.jneuroim.2023.578031"
"32271161","Human endogenous retrovirus HERV-K(HML-2) RNA causes neurodegeneration through Toll-like receptors","Dembny P, Newman AG, Singh M, Hinz M, Szczepek M, Krüger C, Adalbert R, Dzaye O, Trimbuch T, Wallach T, Kleinau G, Derkow K, Richard BC, Schipke C, Scheidereit C, Stachelscheid H, Golenbock D, Peters O, Coleman M, Heppner FL, Scheerer P, Tarabykin V, Ruprecht K, Izsvák Z, Mayer J, Lehnardt S.","JCI Insight. 2020 Apr 9;5(7):e131093. doi: 10.1172/jci.insight.131093.","Dembny P","JCI Insight","2020","2020/04/10","PMC7205273","","10.1172/jci.insight.131093"
"37789414","Identification of methylation-regulated genes modulating microglial phagocytosis in hyperhomocysteinemia-exacerbated Alzheimer's disease","Wang X, Liu L, Jiang X, Saredy J, Xi H, Cueto R, Sigler D, Khan M, Wu S, Ji Y, Snyder NW, Hu W, Yang X, Wang H.","Alzheimers Res Ther. 2023 Oct 3;15(1):164. doi: 10.1186/s13195-023-01311-9.","Wang X","Alzheimers Res Ther","2023","2023/10/03","PMC10546779","","10.1186/s13195-023-01311-9"
