PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"26446644","Idiom Comprehension Deficits in High-Functioning Autism Spectrum Disorder Using a Korean Autism Social Language Task","Lee SB, Song SH, Ham JH, Song DH, Cheon KA.","Yonsei Med J. 2015 Nov;56(6):1613-8. doi: 10.3349/ymj.2015.56.6.1613.","Lee SB","Yonsei Med J","2015","2015/10/09","PMC4630050","","10.3349/ymj.2015.56.6.1613"
"33789848","Ageing and heterogeneity regarding autism spectrum conditions: a protocol paper of an accelerated longitudinal study","Geurts HM, Agelink van Rentergem JA, Radhoe T, Torenvliet C, Van der Putten WJ, Groenman AP.","BMJ Open. 2021 Mar 31;11(3):e040943. doi: 10.1136/bmjopen-2020-040943.","Geurts HM","BMJ Open","2021","2021/04/01","PMC8016100","","10.1136/bmjopen-2020-040943"
"29462876","Narcolepsy and Psychiatric Disorders: Comorbidities or Shared Pathophysiology?","Morse AM, Sanjeev K.","Med Sci (Basel). 2018 Feb 15;6(1):16. doi: 10.3390/medsci6010016.","Morse AM","Med Sci (Basel)","2018","2018/02/22","PMC5872173","","10.3390/medsci6010016"
"28979226","Adults with Attention Deficit Hyperactivity Disorder Report High Symptom Levels of Troubled Sleep, Restless Legs, and Cataplexy","Bjorvatn B, Brevik EJ, Lundervold AJ, Halmøy A, Posserud MB, Instanes JT, Haavik J.","Front Psychol. 2017 Sep 20;8:1621. doi: 10.3389/fpsyg.2017.01621. eCollection 2017.","Bjorvatn B","Front Psychol","2017","2017/10/06","PMC5611698","","10.3389/fpsyg.2017.01621"
"33958867","Challenges in the Diagnosis and Assessment in Patients with Tourette Syndrome and Comorbid Obsessive-Compulsive Disorder","Szejko N, Müller-Vahl KR.","Neuropsychiatr Dis Treat. 2021 Apr 30;17:1253-1266. doi: 10.2147/NDT.S251499. eCollection 2021.","Szejko N","Neuropsychiatr Dis Treat","2021","2021/05/07","PMC8096634","","10.2147/NDT.S251499"
"23687910","Medicines and the media: news reports of medicines recommended for government reimbursement in Australia","Robertson J, Walkom EJ, Bevan MD, Newby DA.","BMC Public Health. 2013 May 21;13:489. doi: 10.1186/1471-2458-13-489.","Robertson J","BMC Public Health","2013","2013/05/22","PMC3702435","","10.1186/1471-2458-13-489"
"31333511","Potential Negative Effects of Dextromethorphan as an Add-On Therapy to Methylphenidate in Children With ADHD","Chuang WC, Yeh CB, Wang SC, Pan PY, Shyu JF, Liu YP, Gau SS, Lu RB.","Front Psychiatry. 2019 Jun 26;10:437. doi: 10.3389/fpsyt.2019.00437. eCollection 2019.","Chuang WC","Front Psychiatry","2019","2019/07/24","PMC6620613","","10.3389/fpsyt.2019.00437"
"28868337","The adolescent brain at risk for substance use disorders: a review of functional MRI research on motor response inhibition","Koyama MS, Parvaz MA, Goldstein RZ.","Curr Opin Behav Sci. 2017 Feb;13:186-195. doi: 10.1016/j.cobeha.2016.12.006. Epub 2017 Jan 10.","Koyama MS","Curr Opin Behav Sci","2017","2017/09/05","PMC5575930","NIHMS842903","10.1016/j.cobeha.2016.12.006"
"28659750","Development of Performance and ERPs in a Flanker Task in Children and Adolescents with Tourette Syndrome-A Follow-Up Study","Eichele H, Eichele T, Marquardt L, Adolfsdottir S, Hugdahl K, Sørensen L, Plessen KJ.","Front Neurosci. 2017 Jun 12;11:305. doi: 10.3389/fnins.2017.00305. eCollection 2017.","Eichele H","Front Neurosci","2017","2017/06/30","PMC5466959","","10.3389/fnins.2017.00305"
"23099259","Examination of methylphenidate-mediated behavior regulation by glycogen synthase kinase-3 in mice","Mines MA, Beurel E, Jope RS.","Eur J Pharmacol. 2013 Jan 5;698(1-3):252-8. doi: 10.1016/j.ejphar.2012.10.018. Epub 2012 Oct 23.","Mines MA","Eur J Pharmacol","2013","2012/10/27","PMC3610174","NIHMS422174","10.1016/j.ejphar.2012.10.018"
"28580012","One-year trajectory analysis for ADHD symptoms and its associated factors in community-based children and adolescents in Taiwan","Tsai CJ, Chen YL, Lin HY, Gau SS.","Child Adolesc Psychiatry Ment Health. 2017 Jun 1;11:28. doi: 10.1186/s13034-017-0165-4. eCollection 2017.","Tsai CJ","Child Adolesc Psychiatry Ment Health","2017","2017/06/06","PMC5452532","","10.1186/s13034-017-0165-4"
"28064528","How Consistent Is Sluggish Cognitive Tempo Across Occasions, Sources, and Settings? Evidence From Latent State-Trait Modeling","Preszler J, Burns GL, Litson K, Geiser C, Servera M, Becker SP.","Assessment. 2019 Jan;26(1):99-110. doi: 10.1177/1073191116686178. Epub 2017 Jan 8.","Preszler J","Assessment","2019","2017/01/10","PMC6050147","NIHMS980392","10.1177/1073191116686178"
"24155725","Executive cognitive dysfunction and ADHD in cocaine dependence: searching for a common cognitive endophenotype for addictive disorders","Cunha PJ, Gonçalves PD, Ometto M, Dos Santos B, Nicastri S, Busatto GF, de Andrade AG.","Front Psychiatry. 2013 Oct 21;4:126. doi: 10.3389/fpsyt.2013.00126. eCollection 2013.","Cunha PJ","Front Psychiatry","2013","2013/10/25","PMC3801150","","10.3389/fpsyt.2013.00126"
"29374304","Differences in trait impulsivity do not bias the response to pharmacological drug challenge in the rat five-choice serial reaction time task","Barlow RL, Dalley JW, Pekcec A.","Psychopharmacology (Berl). 2018 Apr;235(4):1199-1209. doi: 10.1007/s00213-018-4836-5. Epub 2018 Jan 26.","Barlow RL","Psychopharmacology (Berl)","2018","2018/01/28","PMC5869891","","10.1007/s00213-018-4836-5"
"23528067","Conflict monitoring and adaptation in individuals at familial risk for developing bipolar disorder","Patino LR, Adler CM, Mills NP, Strakowski SM, Fleck DE, Welge JA, DelBello MP.","Bipolar Disord. 2013 May;15(3):264-71. doi: 10.1111/bdi.12059. Epub 2013 Mar 26.","Patino LR","Bipolar Disord","2013","2013/03/27","PMC3644328","NIHMS445336","10.1111/bdi.12059"
"33418940","Impulsivity as Early Emerging Vulnerability Factor-Prediction of ADHD by a Preschool Neuropsychological Measure","Pauli-Pott U, Becker K.","Brain Sci. 2021 Jan 6;11(1):60. doi: 10.3390/brainsci11010060.","Pauli-Pott U","Brain Sci","2021","2021/01/09","PMC7825033","","10.3390/brainsci11010060"
"23206664","Clinical assessment of Tourette syndrome and tic disorders","Cohen SC, Leckman JF, Bloch MH.","Neurosci Biobehav Rev. 2013 Jul;37(6):997-1007. doi: 10.1016/j.neubiorev.2012.11.013. Epub 2012 Dec 1.","Cohen SC","Neurosci Biobehav Rev","2013","2012/12/05","PMC3674220","NIHMS454684","10.1016/j.neubiorev.2012.11.013"
"29535621","Event-Related Potentials during a Gambling Task in Young Adults with Attention-Deficit/Hyperactivity Disorder","Mesrobian SK, Villa AEP, Bader M, Götte L, Lintas A.","Front Hum Neurosci. 2018 Feb 27;12:79. doi: 10.3389/fnhum.2018.00079. eCollection 2018.","Mesrobian SK","Front Hum Neurosci","2018","2018/03/15","PMC5835343","","10.3389/fnhum.2018.00079"
"25073079","The health consequences of child mental health problems and parenting styles: unintentional injuries among European schoolchildren","Keyes KM, Susser E, Pilowsky DJ, Hamilton A, Bitfoi A, Goelitz D, Kuijpers RC, Lesinskiene S, Mihova Z, Otten R, Kovess V.","Prev Med. 2014 Oct;67:182-8. doi: 10.1016/j.ypmed.2014.07.030. Epub 2014 Jul 26.","Keyes KM","Prev Med","2014","2014/07/30","PMC4409127","NIHMS678172","10.1016/j.ypmed.2014.07.030"
"28979164","Psychiatric conditions and general practitioner attendance prior to HPV vaccination and the risk of referral to a specialized hospital setting because of suspected adverse events following HPV vaccination: a register-based, matched case-control study","Lützen TH, Bech BH, Mehlsen J, Høstrup Vestergaard C, Krogsgaard LW, Olsen J, Vestergaard M, Plana-Ripoll O, Rytter D.","Clin Epidemiol. 2017 Sep 12;9:465-473. doi: 10.2147/CLEP.S135318. eCollection 2017.","Lützen TH","Clin Epidemiol","2017","2017/10/06","PMC5602377","","10.2147/CLEP.S135318"
"39982125","A quantitative weight-of-evidence review of preclinical studies examining the potential developmental neurotoxicity of acetaminophen","Kougias DG, Atillasoy E, Southall MD, Scialli AR, Ejaz S, Chu C, Jeminiwa BO, Massarsky A, Unice KM, Schaeffer TH, Kovochich M.","Crit Rev Toxicol. 2025 Feb;55(2):124-178. doi: 10.1080/10408444.2024.2442344. Epub 2025 Feb 21.","Kougias DG","Crit Rev Toxicol","2025","2025/02/21","","","10.1080/10408444.2024.2442344"
"28293109","Effects of a structured 20-session slow-cortical-potential-based neurofeedback program on attentional performance in children and adolescents with attention-deficit hyperactivity disorder: retrospective analysis of an open-label pilot-approach and 6-month follow-up","Albrecht JS, Bubenzer-Busch S, Gallien A, Knospe EL, Gaber TJ, Zepf FD.","Neuropsychiatr Dis Treat. 2017 Mar 2;13:667-683. doi: 10.2147/NDT.S119694. eCollection 2017.","Albrecht JS","Neuropsychiatr Dis Treat","2017","2017/03/16","PMC5342612","","10.2147/NDT.S119694"
"37626422","Implementation resources to support teachers' use of behavioral classroom interventions: protocol of a randomized pilot trial","Lawson GM, Owens JS, Mandell DS, Tavlin S, Rufe S, Lyon AR, Eiraldi R, Power TJ.","Pilot Feasibility Stud. 2023 Aug 25;9(1):151. doi: 10.1186/s40814-023-01381-4.","Lawson GM","Pilot Feasibility Stud","2023","2023/08/25","PMC10463490","","10.1186/s40814-023-01381-4"
"23868927","Exposure to intimate partner violence and parental depression increases risk of ADHD in preschool children","Slopen N, McLaughlin K.","Evid Based Ment Health. 2013 Nov;16(4):102. doi: 10.1136/eb-2013-101411. Epub 2013 Jul 18.","Slopen N","Evid Based Ment Health","2013","2013/07/23","PMC4081449","NIHMS592535","10.1136/eb-2013-101411"
"26061966","Converging evidence does not support GIT1 as an ADHD risk gene","Klein M, van der Voet M, Harich B, van Hulzen KJ, Onnink AM, Hoogman M, Guadalupe T, Zwiers M, Groothuismink JM, Verberkt A, Nijhof B, Castells-Nobau A, Faraone SV, Buitelaar JK, Schenck A, Arias-Vasquez A, Franke B; Psychiatric Genomics Consortium ADHD Working Group.","Am J Med Genet B Neuropsychiatr Genet. 2015 Sep;168(6):492-507. doi: 10.1002/ajmg.b.32327. Epub 2015 Jun 10.","Klein M","Am J Med Genet B Neuropsychiatr Genet","2015","2015/06/11","PMC7164571","NIHMS1067058","10.1002/ajmg.b.32327"
"29986411","Transcranial Magnetic Stimulation in Tourette Syndrome: A Historical Perspective, Its Current Use and the Influence of Comorbidities in Treatment Response","Grados M, Huselid R, Duque-Serrano L.","Brain Sci. 2018 Jul 6;8(7):129. doi: 10.3390/brainsci8070129.","Grados M","Brain Sci","2018","2018/07/11","PMC6071080","","10.3390/brainsci8070129"
"29554125","GIT1 regulates synaptic structural plasticity underlying learning","Martyn AC, Toth K, Schmalzigaug R, Hedrick NG, Rodriguiz RM, Yasuda R, Wetsel WC, Premont RT.","PLoS One. 2018 Mar 19;13(3):e0194350. doi: 10.1371/journal.pone.0194350. eCollection 2018.","Martyn AC","PLoS One","2018","2018/03/20","PMC5858814","","10.1371/journal.pone.0194350"
"37928920","A novel intervention for treating adults with ADHD using peripheral visual stimulation","Richter Y, Gordon C, Vainstein G, Bublil-Mor C, Geisinger D, Meital-Kfir N, Elyoseph Z.","Front Psychiatry. 2023 Oct 20;14:1280440. doi: 10.3389/fpsyt.2023.1280440. eCollection 2023.","Richter Y","Front Psychiatry","2023","2023/11/06","PMC10623343","","10.3389/fpsyt.2023.1280440"
"29056653","Multifactorial Origin of Neurodevelopmental Disorders: Approaches to Understanding Complex Etiologies","De Felice A, Ricceri L, Venerosi A, Chiarotti F, Calamandrei G.","Toxics. 2015 Mar 23;3(1):89-129. doi: 10.3390/toxics3010089.","De Felice A","Toxics","2015","2017/10/24","PMC5634696","","10.3390/toxics3010089"
"29687078","Firing of Putative Dopamine Neurons in Ventral Tegmental Area Is Modulated by Probability of Success during Performance of a Stop-Change Task","Tennyson SS, Brockett AT, Hricz NW, Bryden DW, Roesch MR.","eNeuro. 2018 Apr 20;5(2):ENEURO.0007-18.2018. doi: 10.1523/ENEURO.0007-18.2018. eCollection 2018 Mar-Apr.","Tennyson SS","eNeuro","2018","2018/04/25","PMC5909181","","10.1523/ENEURO.0007-18.2018"
"26908823","Examination of the Comorbidity of Mental Illness and Somatic Conditions in Hospitalized Children in the United States Using the Kids' Inpatient Database, 2009","Sztein DM, Lane WG.","Hosp Pediatr. 2016 Mar;6(3):126-34. doi: 10.1542/hpeds.2015-0117. Epub 2016 Jan 1.","Sztein DM","Hosp Pediatr","2016","2016/02/25","PMC5482715","NIHMS865292","10.1542/hpeds.2015-0117"
"24568661","The Brief Obsessive-Compulsive Scale (BOCS): a self-report scale for OCD and obsessive-compulsive related disorders","Bejerot S, Edman G, Anckarsäter H, Berglund G, Gillberg C, Hofvander B, Humble MB, Mörtberg E, Råstam M, Ståhlberg O, Frisén L.","Nord J Psychiatry. 2014 Nov;68(8):549-59. doi: 10.3109/08039488.2014.884631. Epub 2014 Feb 25.","Bejerot S","Nord J Psychiatry","2014","2014/02/27","PMC4221004","","10.3109/08039488.2014.884631"
"30022063","Sex differences in stress reactivity in arousal and attention systems","Bangasser DA, Eck SR, Ordoñes Sanchez E.","Neuropsychopharmacology. 2019 Jan;44(1):129-139. doi: 10.1038/s41386-018-0137-2. Epub 2018 Jun 29.","Bangasser DA","Neuropsychopharmacology","2019","2018/07/20","PMC6235989","","10.1038/s41386-018-0137-2"
"33920362","LEAP Motion Technology and Psychology: A Mini-Review on Hand Movements Sensing for Neurodevelopmental and Neurocognitive Disorders","Colombini G, Duradoni M, Carpi F, Vagnoli L, Guazzini A.","Int J Environ Res Public Health. 2021 Apr 11;18(8):4006. doi: 10.3390/ijerph18084006.","Colombini G","Int J Environ Res Public Health","2021","2021/04/30","PMC8069152","","10.3390/ijerph18084006"
"29452000","Optimal Items for Assessing Sluggish Cognitive Tempo in Children Across Mother, Father, and Teacher Ratings","Sáez B, Servera M, Becker SP, Burns GL.","J Clin Child Adolesc Psychol. 2019 Nov-Dec;48(6):825-839. doi: 10.1080/15374416.2017.1416619. Epub 2018 Feb 16.","Sáez B","J Clin Child Adolesc Psychol","2019","2018/02/17","PMC6599489","NIHMS1507400","10.1080/15374416.2017.1416619"
"23845920","The influence of test experience and NK1 receptor antagonists on the performance of NK1R-/- and wild type mice in the 5-Choice Serial Reaction-Time Task","Weir RK, Dudley JA, Yan TC, Grabowska EM, Peña-Oliver Y, Ripley TL, Stephens DN, Stanford SC, Hunt SP.","J Psychopharmacol. 2014 Mar;28(3):270-81. doi: 10.1177/0269881113495722. Epub 2013 Jul 11.","Weir RK","J Psychopharmacol","2014","2013/07/13","","","10.1177/0269881113495722"
"27114896","Age associations with neural processing of reward anticipation in adolescents with bipolar disorders","Urošević S, Luciana M, Jensen JB, Youngstrom EA, Thomas KM.","Neuroimage Clin. 2016 Mar 18;11:476-485. doi: 10.1016/j.nicl.2016.03.013. eCollection 2016.","Urošević S","Neuroimage Clin","2016","2016/04/27","PMC4832096","","10.1016/j.nicl.2016.03.013"
"23685327","Prospective effects of adolescent indicators of behavioral disinhibition on DSM-IV alcohol, tobacco, and illicit drug dependence in young adulthood","Palmer RH, Knopik VS, Rhee SH, Hopfer CJ, Corley RC, Young SE, Stallings MC, Hewitt JK.","Addict Behav. 2013 Sep;38(9):2415-21. doi: 10.1016/j.addbeh.2013.03.021. Epub 2013 Apr 10.","Palmer RH","Addict Behav","2013","2013/05/21","PMC3681900","NIHMS466821","10.1016/j.addbeh.2013.03.021"
"27377649","Nationwide population-based cohort study of psychiatric disorders in individuals with Ehlers-Danlos syndrome or hypermobility syndrome and their siblings","Cederlöf M, Larsson H, Lichtenstein P, Almqvist C, Serlachius E, Ludvigsson JF.","BMC Psychiatry. 2016 Jul 4;16:207. doi: 10.1186/s12888-016-0922-6.","Cederlöf M","BMC Psychiatry","2016","2016/07/06","PMC4932739","","10.1186/s12888-016-0922-6"
"27574527","Associations between Polygenic Risk for Psychiatric Disorders and Substance Involvement","Carey CE, Agrawal A, Bucholz KK, Hartz SM, Lynskey MT, Nelson EC, Bierut LJ, Bogdan R.","Front Genet. 2016 Aug 15;7:149. doi: 10.3389/fgene.2016.00149. eCollection 2016.","Carey CE","Front Genet","2016","2016/08/31","PMC4983546","","10.3389/fgene.2016.00149"
"25893687","Predictors of Symptomatic Change and Adherence in Internet-Based Cognitive Behaviour Therapy for Social Anxiety Disorder in Routine Psychiatric Care","El Alaoui S, Ljótsson B, Hedman E, Kaldo V, Andersson E, Rück C, Andersson G, Lindefors N.","PLoS One. 2015 Apr 20;10(4):e0124258. doi: 10.1371/journal.pone.0124258. eCollection 2015.","El Alaoui S","PLoS One","2015","2015/04/21","PMC4404057","","10.1371/journal.pone.0124258"
"33668418","Manic and Depressive Symptoms in Children Diagnosed with Noonan Syndrome","Alfieri P, Cumbo F, Serra G, Trasolini M, Frattini C, Scibelli F, Licchelli S, Cirillo F, Caciolo C, Casini MP, D'Amico A, Tartaglia M, Digilio MC, Capolino R, Vicari S.","Brain Sci. 2021 Feb 13;11(2):233. doi: 10.3390/brainsci11020233.","Alfieri P","Brain Sci","2021","2021/03/06","PMC7918671","","10.3390/brainsci11020233"
"27844059","Developmental Ethanol Exposure Leads to Long-Term Deficits in Attention and Its Underlying Prefrontal Circuitry","Louth EL, Bignell W, Taylor CL, Bailey CD.","eNeuro. 2016 Nov 8;3(5):ENEURO.0267-16.2016. doi: 10.1523/ENEURO.0267-16.2016. eCollection 2016 Sep-Oct.","Louth EL","eNeuro","2016","2016/11/16","PMC5099605","","10.1523/ENEURO.0267-16.2016"
"33935837","First-Time Users of ADHD Medication Among Children and Adolescents in Germany: An Evaluation of Adherence to Prescribing Guidelines Based on Claims Data","Scholle O, Kollhorst B, Riedel O, Bachmann CJ.","Front Psychiatry. 2021 Apr 15;12:653093. doi: 10.3389/fpsyt.2021.653093. eCollection 2021.","Scholle O","Front Psychiatry","2021","2021/05/03","PMC8081976","","10.3389/fpsyt.2021.653093"
"25664335","Chronic Stimulation of Alpha-2A-Adrenoceptors With Guanfacine Protects Rodent Prefrontal Cortex Dendritic Spines and Cognition From the Effects of Chronic Stress","Hains AB, Yabe Y, Arnsten AF.","Neurobiol Stress. 2015;2:1-9. doi: 10.1016/j.ynstr.2015.01.001.","Hains AB","Neurobiol Stress","2015","2015/02/10","PMC4316374","NIHMS657748","10.1016/j.ynstr.2015.01.001"
"33537265","Sleep Disturbances in Children With Autism Spectrum Disorder at a Malaysian Tertiary Hospital","Koo HW, Ismail J, Yang WW, Syed Zakaria SZ.","Front Pediatr. 2021 Jan 18;8:608242. doi: 10.3389/fped.2020.608242. eCollection 2020.","Koo HW","Front Pediatr","2021","2021/02/04","PMC7849202","","10.3389/fped.2020.608242"
"29881784","Burden of neurodevelopmental disorders in low and middle-income countries: A systematic review and meta-analysis","Bitta M, Kariuki SM, Abubakar A, Newton CRJC.","Wellcome Open Res. 2017 Dec 29;2:121. doi: 10.12688/wellcomeopenres.13540.3. eCollection 2017.","Bitta M","Wellcome Open Res","2017","2018/06/09","PMC5964629","","10.12688/wellcomeopenres.13540.3"
"27019875","Segmentation of Infant Hippocampus Using Common Feature Representations Learned for Multimodal Longitudinal Data","Guo Y, Wu G, Yap PT, Jewells V, Lin W, Shen D.","Med Image Comput Comput Assist Interv. 2015 Oct;9351:63-71. doi: 10.1007/978-3-319-24574-4_8. Epub 2015 Nov 18.","Guo Y","Med Image Comput Comput Assist Interv","2015","2016/03/29","PMC4806685","NIHMS758566","10.1007/978-3-319-24574-4_8"
"33679485","Impaired Evidence Accumulation as a Transdiagnostic Vulnerability Factor in Psychopathology","Sripada C, Weigard A.","Front Psychiatry. 2021 Feb 17;12:627179. doi: 10.3389/fpsyt.2021.627179. eCollection 2021.","Sripada C","Front Psychiatry","2021","2021/03/08","PMC7925621","","10.3389/fpsyt.2021.627179"
"25400603","Testing for measurement invariance and latent mean differences across methods: interesting incremental information from multitrait-multimethod studies","Geiser C, Burns GL, Servera M.","Front Psychol. 2014 Oct 30;5:1216. doi: 10.3389/fpsyg.2014.01216. eCollection 2014.","Geiser C","Front Psychol","2014","2014/11/18","PMC4214357","","10.3389/fpsyg.2014.01216"
"24463000","The role of D2-autoreceptors in regulating dopamine neuron activity and transmission","Ford CP.","Neuroscience. 2014 Dec 12;282:13-22. doi: 10.1016/j.neuroscience.2014.01.025. Epub 2014 Jan 23.","Ford CP","Neuroscience","2014","2014/01/28","PMC4108583","NIHMS559661","10.1016/j.neuroscience.2014.01.025"
"28182448","When alcohol is only part of the problem: An event-level analysis of negative consequences related to alcohol and other substance use","Mallett KA, Turrisi R, Hultgren BA, Sell N, Reavy R, Cleveland M.","Psychol Addict Behav. 2017 May;31(3):307-314. doi: 10.1037/adb0000260. Epub 2017 Feb 9.","Mallett KA","Psychol Addict Behav","2017","2017/02/10","PMC5422123","NIHMS845907","10.1037/adb0000260"
"30254512","Paying Attention to Quality of Life: Epilepsy and Attention Deficit Hyperactivity Disorder","Salpekar J.","Epilepsy Curr. 2018 Jul-Aug;18(4):220-221. doi: 10.5698/1535-7597.18.4.220.","Salpekar J","Epilepsy Curr","2018","2018/09/27","PMC6145389","","10.5698/1535-7597.18.4.220"
"27703776","A cross-sectional study of problem gambling and its correlates among college students in South India","George S, Ts J, Nair S, Rani A, Menon P, Madhavan R, Rajan JC, Radhakrishnan KS, Jose V, Benegal V, Thennarasu K, Petry NM.","BJPsych Open. 2016 May 3;2(3):199-203. doi: 10.1192/bjpo.bp.115.002519. eCollection 2016 May.","George S","BJPsych Open","2016","2016/10/06","PMC4995164","","10.1192/bjpo.bp.115.002519"
"23565938","The effects of acute nicotine, chronic nicotine, and withdrawal from chronic nicotine on performance of a cued appetitive response","Leach PT, Cordero KA, Gould TJ.","Behav Neurosci. 2013 Apr;127(2):303-10. doi: 10.1037/a0031913.","Leach PT","Behav Neurosci","2013","2013/04/10","PMC3988695","NIHMS567966","10.1037/a0031913"
"22970149","Docosahexaenoic acid for reading, cognition and behavior in children aged 7-9 years: a randomized, controlled trial (the DOLAB Study)","Richardson AJ, Burton JR, Sewell RP, Spreckelsen TF, Montgomery P.","PLoS One. 2012;7(9):e43909. doi: 10.1371/journal.pone.0043909. Epub 2012 Sep 6.","Richardson AJ","PLoS One","2012","2012/09/13","PMC3435388","","10.1371/journal.pone.0043909"
"23303075","Neurocircuitry underlying the preferential sensitivity of prefrontal catecholamines to low-dose psychostimulants","Schmeichel BE, Berridge CW.","Neuropsychopharmacology. 2013 May;38(6):1078-84. doi: 10.1038/npp.2013.6. Epub 2013 Feb 6.","Schmeichel BE","Neuropsychopharmacology","2013","2013/01/11","PMC3629407","","10.1038/npp.2013.6"
"26155437","Association between societal costs and treatment response in children and adolescents with ADHD and their parents. A cross-sectional study in the Netherlands","van der Kolk A, Bouwmans CA, Schawo SJ, Buitelaar JK, van Agthoven M, Hakkaart-van Roijen L.","Springerplus. 2015 May 15;4:224. doi: 10.1186/s40064-015-0978-7. eCollection 2015.","van der Kolk A","Springerplus","2015","2015/07/09","PMC4488238","","10.1186/s40064-015-0978-7"
"33658785","Treatment Efficacy and Clinical Effectiveness of EEG Neurofeedback as a Personalized and Multimodal Treatment in ADHD: A Critical Review","Garcia Pimenta M, Brown T, Arns M, Enriquez-Geppert S.","Neuropsychiatr Dis Treat. 2021 Feb 25;17:637-648. doi: 10.2147/NDT.S251547. eCollection 2021.","Garcia Pimenta M","Neuropsychiatr Dis Treat","2021","2021/03/04","PMC7920604","","10.2147/NDT.S251547"
"25196633","Growth restriction, leptin, and the programming of adult behavior in mice","Meyer LR, Zhu V, Miller A, Roghair RD.","Behav Brain Res. 2014 Dec 15;275:131-5. doi: 10.1016/j.bbr.2014.08.054. Epub 2014 Sep 6.","Meyer LR","Behav Brain Res","2014","2014/09/09","PMC4252372","NIHMS629037","10.1016/j.bbr.2014.08.054"
"27999615","A preliminary study of movement intensity during a Go/No-Go task and its association with ADHD outcomes and symptom severity","Li F, Zheng Y, Smith SD, Shic F, Moore CC, Zheng X, Qi Y, Liu Z, Leckman JF.","Child Adolesc Psychiatry Ment Health. 2016 Dec 12;10:47. doi: 10.1186/s13034-016-0135-2. eCollection 2016.","Li F","Child Adolesc Psychiatry Ment Health","2016","2016/12/22","PMC5153899","","10.1186/s13034-016-0135-2"
"29261133","EEG Dynamics of a Go/Nogo Task in Children with ADHD","Baijot S, Cevallos C, Zarka D, Leroy A, Slama H, Colin C, Deconinck N, Dan B, Cheron G.","Brain Sci. 2017 Dec 20;7(12):167. doi: 10.3390/brainsci7120167.","Baijot S","Brain Sci","2017","2017/12/21","PMC5742770","","10.3390/brainsci7120167"
"29520239","Behavioral Phenotyping of Dopamine Transporter Knockout Rats: Compulsive Traits, Motor Stereotypies, and Anhedonia","Cinque S, Zoratto F, Poleggi A, Leo D, Cerniglia L, Cimino S, Tambelli R, Alleva E, Gainetdinov RR, Laviola G, Adriani W.","Front Psychiatry. 2018 Feb 22;9:43. doi: 10.3389/fpsyt.2018.00043. eCollection 2018.","Cinque S","Front Psychiatry","2018","2018/03/10","PMC5826953","","10.3389/fpsyt.2018.00043"
"26811680","Optimal management of ADHD in older adults","Torgersen T, Gjervan B, Lensing MB, Rasmussen K.","Neuropsychiatr Dis Treat. 2016 Jan 8;12:79-87. doi: 10.2147/NDT.S59271. eCollection 2016.","Torgersen T","Neuropsychiatr Dis Treat","2016","2016/01/27","PMC4712975","","10.2147/NDT.S59271"
"23582869","Psychotropic medication treatment of adolescents: results from the National Comorbidity Survey-Adolescent Supplement","Olfson M, He JP, Merikangas KR.","J Am Acad Child Adolesc Psychiatry. 2013 Apr;52(4):378-88. doi: 10.1016/j.jaac.2012.12.006. Epub 2013 Mar 7.","Olfson M","J Am Acad Child Adolesc Psychiatry","2013","2013/04/16","PMC3664537","NIHMS431215","10.1016/j.jaac.2012.12.006"
"24780868","Autism-related behavioral phenotypes in an inbred rat substrain","Zhang-James Y, Yang L, Middleton FA, Yang L, Patak J, Faraone SV.","Behav Brain Res. 2014 Aug 1;269:103-14. doi: 10.1016/j.bbr.2014.04.035. Epub 2014 Apr 26.","Zhang-James Y","Behav Brain Res","2014","2014/05/01","PMC4040443","NIHMS590196","10.1016/j.bbr.2014.04.035"
"26690366","Costs and treatment patterns of incident ADHD patients - a comparative analysis before and after the initial diagnosis","Klora M, Zeidler J, Linder R, Verheyen F, von der Schulenburg JM.","Health Econ Rev. 2015 Dec;5(1):40. doi: 10.1186/s13561-015-0078-y. Epub 2015 Dec 21.","Klora M","Health Econ Rev","2015","2015/12/23","PMC4686463","","10.1186/s13561-015-0078-y"
"26843111","Pax2-Islet1 Transgenic Mice Are Hyperactive and Have Altered Cerebellar Foliation","Bohuslavova R, Dodd N, Macova I, Chumak T, Horak M, Syka J, Fritzsch B, Pavlinkova G.","Mol Neurobiol. 2017 Mar;54(2):1352-1368. doi: 10.1007/s12035-016-9716-6. Epub 2016 Feb 3.","Bohuslavova R","Mol Neurobiol","2017","2016/02/05","PMC5310572","","10.1007/s12035-016-9716-6"
"24348449","Staying and shifting patterns across IGT trials distinguish children with externalizing disorders from controls","Sallum I, Mata F, Miranda DM, Malloy-Diniz LF.","Front Psychol. 2013 Dec 2;4:899. doi: 10.3389/fpsyg.2013.00899. eCollection 2013.","Sallum I","Front Psychol","2013","2013/12/19","PMC3845255","","10.3389/fpsyg.2013.00899"
"24309905","Lisdexamfetamine dimesylate augmentation in adults with persistent executive dysfunction after partial or full remission of major depressive disorder","Madhoo M, Keefe RS, Roth RM, Sambunaris A, Wu J, Trivedi MH, Anderson CS, Lasser R.","Neuropsychopharmacology. 2014 May;39(6):1388-98. doi: 10.1038/npp.2013.334. Epub 2013 Dec 6.","Madhoo M","Neuropsychopharmacology","2014","2013/12/07","PMC3988542","","10.1038/npp.2013.334"
